"","idorig","commname","sciname","country","g","phi","k","msy","marginalcost","speciescat","speciescatname","regionfao","policy","beta","fvfmsy","bvbmsy","catch","price","idoriglumped","lumpedcatch2012","fmeyvfmsy","bmeyvbmsy","fcsvfmsy","bcsvbmsy"
"5502","3851-FAO-27-56","Clams, etc. nei","Bivalvia","France",0.0406969806391228,0.188,91166.8660897811,63.5373448408319,1703320.13048291,56,"Clams, cockles, arkshells","27","Historic",1.3,2.62379771472034,0.5038715927805,84,970.42971572,"3851-FAO-27-56",84,0.777926743721784,1.19210720637599,0.777926743721784,1.19210720637599
"5503","5915-FAO-27-56","Clams, etc. nei","Bivalvia","Ireland",0.0406969806391228,0.188,91166.8660897811,102.869986885156,2757756.40173424,56,"Clams, cockles, arkshells","27","Historic",1.3,2.62379771472034,0.5038715927805,136,970.42971572,"5915-FAO-27-56",136,0.777926743721784,1.19210720637599,0.777926743721784,1.19210720637599
"5504","6609-FAO-61-56","Clams, etc. nei","Bivalvia","Japan",0.0406969806391228,0.188,91166.8660897811,28620.5482629452,767264608.300148,56,"Clams, cockles, arkshells","61","Historic",1.3,2.62379771472034,0.5038715927805,37838,970.42971572,"6609-FAO-61-56",37838,0.777926743721784,1.19210720637599,0.777926743721784,1.19210720637599
"5505","7279-FAO-61-56","Clams, etc. nei","Bivalvia","Republic of Korea",0.0406969806391228,0.188,91166.8660897811,3766.85687270646,100982550.592915,56,"Clams, cockles, arkshells","61","Historic",1.3,2.62379771472034,0.5038715927805,4980,970.42971572,"7279-FAO-61-56",4980,0.777926743721784,1.19210720637599,0.777926743721784,1.19210720637599
"5506","8373-FAO-57-56","Clams, etc. nei","Bivalvia","Malaysia",0.0406969806391228,0.188,91166.8660897811,1890.99240597714,50694051.5024676,56,"Clams, cockles, arkshells","57","Historic",1.3,2.62379771472034,0.5038715927805,2500,970.42971572,"8373-FAO-57-56",2500,0.777926743721784,1.19210720637599,0.777926743721784,1.19210720637599
"5507","8374-FAO-71-56","Clams, etc. nei","Bivalvia","Malaysia",0.0406969806391228,0.188,91166.8660897811,1579.35685747211,42339671.8148609,56,"Clams, cockles, arkshells","71","Historic",1.3,2.62379771472034,0.5038715927805,2088,970.42971572,"8374-FAO-71-56",2088,0.777926743721784,1.19210720637599,0.777926743721784,1.19210720637599
"5508","8651-FAO-31-56","Clams, etc. nei","Bivalvia","Martinique",0.0406969806391228,0.188,91166.8660897811,540.823828109462,14498498.7297057,56,"Clams, cockles, arkshells","31","Historic",1.3,2.62379771472034,0.5038715927805,715,970.42971572,"8651-FAO-31-56",715,0.777926743721784,1.19210720637599,0.777926743721784,1.19210720637599
"5509","9553-FAO-81-56","Clams, etc. nei","Bivalvia","New Zealand",0.0406969806391228,0.188,91166.8660897811,183.048064898587,4907184.18543886,56,"Clams, cockles, arkshells","81","Historic",1.3,2.62379771472034,0.5038715927805,242,970.42971572,"9553-FAO-81-56",242,0.777926743721784,1.19210720637599,0.777926743721784,1.19210720637599
"5510","1036-FAO-34-33","Dentex nei","Dentex spp","Benin",0.013447169039998,0.188,17771.732542148,57.7809474150756,19175962.6837132,33,"Miscellaneous coastal fishes","34","Historic",1.3,2.73867498824895,0.549786534220283,87,2847.4667678,"1036-FAO-34-33",87,0.665328757594945,1.03885572080978,0.665328757594945,1.03885572080978
"5511","11138-FAO-34-33","Dentex nei","Dentex spp","Portugal",0.013447169039998,0.188,17771.732542148,1.32829764172588,440826.728361223,33,"Miscellaneous coastal fishes","34","Historic",1.3,2.73867498824895,0.549786534220283,2,2847.4667678,"11138-FAO-34-33",2,0.665328757594945,1.03885572080978,0.665328757594945,1.03885572080978
"5512","12879-FAO-34-33","Dentex nei","Dentex spp","Senegal",0.013447169039998,0.188,17771.732542148,133.493912993451,44303086.200303,33,"Miscellaneous coastal fishes","34","Historic",1.3,2.73867498824895,0.549786534220283,201,2847.4667678,"12879-FAO-34-33",201,0.665328757594945,1.03885572080978,0.665328757594945,1.03885572080978
"5513","13736-FAO-34-33","Dentex nei","Dentex spp","Spain",0.013447169039998,0.188,17771.732542148,77.7054120409637,25788363.6091316,33,"Miscellaneous coastal fishes","34","Historic",1.3,2.73867498824895,0.549786534220283,117,2847.4667678,"13736-FAO-34-33",117,0.665328757594945,1.03885572080978,0.665328757594945,1.03885572080978
"5514","13737-FAO-27-33","Dentex nei","Dentex spp","Spain",0.013447169039998,0.188,17771.732542148,201.23709272147,66785249.3467253,33,"Miscellaneous coastal fishes","27","Historic",1.3,2.73867498824895,0.549786534220283,303,2847.4667678,"13737-FAO-27-33",303,0.665328757594945,1.03885572080978,0.665328757594945,1.03885572080978
"5515","15133-FAO-34-33","Dentex nei","Dentex spp","Togo",0.013447169039998,0.188,17771.732542148,20.5886134467511,6832814.28959896,33,"Miscellaneous coastal fishes","34","Historic",1.3,2.73867498824895,0.549786534220283,31,2847.4667678,"15133-FAO-34-33",31,0.665328757594945,1.03885572080978,0.665328757594945,1.03885572080978
"5516","184-FAO-47-33","Dentex nei","Dentex spp","Angola",0.013447169039998,0.188,17771.732542148,22448.2301451673,7449971709.30468,33,"Miscellaneous coastal fishes","47","Historic",1.3,2.73867498824895,0.549786534220283,33800,2847.4667678,"184-FAO-47-33",33800,0.665328757594945,1.03885572080978,0.665328757594945,1.03885572080978
"5517","2341-FAO-34-33","Dentex nei","Dentex spp","Congo",0.013447169039998,0.188,17771.732542148,318.127285193347,105578001.442513,33,"Miscellaneous coastal fishes","34","Historic",1.3,2.73867498824895,0.549786534220283,479,2847.4667678,"2341-FAO-34-33",479,0.665328757594945,1.03885572080978,0.665328757594945,1.03885572080978
"5518","4303-FAO-34-33","Dentex nei","Dentex spp","Gabon",0.013447169039998,0.188,17771.732542148,73.0563702949232,24245470.0598673,33,"Miscellaneous coastal fishes","34","Historic",1.3,2.73867498824895,0.549786534220283,110,2847.4667678,"4303-FAO-34-33",110,0.665328757594945,1.03885572080978,0.665328757594945,1.03885572080978
"5519","4814-FAO-34-33","Dentex nei","Dentex spp","Ghana",0.013447169039998,0.188,17771.732542148,345.357386848728,114614949.373918,33,"Miscellaneous coastal fishes","34","Historic",1.3,2.73867498824895,0.549786534220283,520,2847.4667678,"4814-FAO-34-33",520,0.665328757594945,1.03885572080978,0.665328757594945,1.03885572080978
"5520","7998-FAO-34-33","Dentex nei","Dentex spp","Liberia",0.013447169039998,0.188,17771.732542148,318.79143401421,105798414.806694,33,"Miscellaneous coastal fishes","34","Historic",1.3,2.73867498824895,0.549786534220283,480,2847.4667678,"7998-FAO-34-33",480,0.665328757594945,1.03885572080978,0.665328757594945,1.03885572080978
"5521","8173-FAO-34-33","Dentex nei","Dentex spp","Lithuania",0.013447169039998,0.188,17771.732542148,48.4828639229945,16090175.5851847,33,"Miscellaneous coastal fishes","34","Historic",1.3,2.73867498824895,0.549786534220283,73,2847.4667678,"8173-FAO-34-33",73,0.665328757594945,1.03885572080978,0.665328757594945,1.03885572080978
"5522","1038-FAO-34-31","Flatfishes nei","Pleuronectiformes","Benin",0.040730609721439,0.188,17868.1768542988,34.716701402053,1817609.45701673,31,"Flounders, halibuts, soles","34","Historic",1.3,2.57186179852614,0.391996295323011,35,2763.936010794,"1038-FAO-34-31",35,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5523","10468-FAO-87-31","Flatfishes nei","Pleuronectiformes","Peru",0.040730609721439,0.188,17868.1768542988,678.463535971549,35521281.9599842,31,"Flounders, halibuts, soles","87","Historic",1.3,2.57186179852614,0.391996295323011,684,2763.936010794,"10468-FAO-87-31",684,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5524","10552-FAO-71-31","Flatfishes nei","Pleuronectiformes","Philippines",0.040730609721439,0.188,17868.1768542988,844.111796947059,44193875.6548926,31,"Flounders, halibuts, soles","71","Historic",1.3,2.57186179852614,0.391996295323011,851,2763.936010794,"10552-FAO-71-31",851,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5525","12123-FAO-27-31","Flatfishes nei","Pleuronectiformes","Russian Federation",0.040730609721439,0.188,17868.1768542988,6.94334028041059,363521.891403347,31,"Flounders, halibuts, soles","27","Historic",1.3,2.57186179852614,0.391996295323011,7,2763.936010794,"12123-FAO-27-31",7,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5526","12126-FAO-37-31","Flatfishes nei","Pleuronectiformes","Russian Federation",0.040730609721439,0.188,17868.1768542988,34.716701402053,1817609.45701673,31,"Flounders, halibuts, soles","37","Historic",1.3,2.57186179852614,0.391996295323011,35,2763.936010794,"12126-FAO-37-31",35,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5527","12128-FAO-61-31","Flatfishes nei","Pleuronectiformes","Russian Federation",0.040730609721439,0.188,17868.1768542988,73306.7947748207,3838012197.73776,31,"Flounders, halibuts, soles","61","Historic",1.3,2.57186179852614,0.391996295323011,73905,2763.936010794,"12128-FAO-61-31",73905,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5528","12884-FAO-34-31","Flatfishes nei","Pleuronectiformes","Senegal",0.040730609721439,0.188,17868.1768542988,1097.04776430487,57436458.8417288,31,"Flounders, halibuts, soles","34","Historic",1.3,2.57186179852614,0.391996295323011,1106,2763.936010794,"12884-FAO-34-31",1106,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5529","13787-FAO-34-31","Flatfishes nei","Pleuronectiformes","Spain",0.040730609721439,0.188,17868.1768542988,31.7409841390198,1661814.36070101,31,"Flounders, halibuts, soles","34","Historic",1.3,2.57186179852614,0.391996295323011,32,2763.936010794,"13787-FAO-34-31",32,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5530","13788-FAO-27-31","Flatfishes nei","Pleuronectiformes","Spain",0.040730609721439,0.188,17868.1768542988,161.680637958132,8464866.89982078,31,"Flounders, halibuts, soles","27","Historic",1.3,2.57186179852614,0.391996295323011,163,2763.936010794,"13788-FAO-27-31",163,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5531","13790-FAO-41-31","Flatfishes nei","Pleuronectiformes","Spain",0.040730609721439,0.188,17868.1768542988,0.99190575434437,51931.6987719066,31,"Flounders, halibuts, soles","41","Historic",1.3,2.57186179852614,0.391996295323011,1,2763.936010794,"13790-FAO-41-31",1,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5532","13792-FAO-37-31","Flatfishes nei","Pleuronectiformes","Spain",0.040730609721439,0.188,17868.1768542988,183.502564553708,9607364.27280273,31,"Flounders, halibuts, soles","37","Historic",1.3,2.57186179852614,0.391996295323011,185,2763.936010794,"13792-FAO-37-31",185,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5533","14694-FAO-61-31","Flatfishes nei","Pleuronectiformes","Taiwan Province of China",0.040730609721439,0.188,17868.1768542988,314.434124127165,16462348.5106944,31,"Flounders, halibuts, soles","61","Historic",1.3,2.57186179852614,0.391996295323011,317,2763.936010794,"14694-FAO-61-31",317,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5534","1613-FAO-21-31","Flatfishes nei","Pleuronectiformes","Canada",0.040730609721439,0.188,17868.1768542988,191.437810588463,10022817.862978,31,"Flounders, halibuts, soles","21","Historic",1.3,2.57186179852614,0.391996295323011,193,2763.936010794,"1613-FAO-21-31",193,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5535","1614-FAO-67-31","Flatfishes nei","Pleuronectiformes","Canada",0.040730609721439,0.188,17868.1768542988,9975.59617144133,522277094.549065,31,"Flounders, halibuts, soles","67","Historic",1.3,2.57186179852614,0.391996295323011,10057,2763.936010794,"1614-FAO-67-31",10057,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5536","16443-FAO-27-31","Flatfishes nei","Pleuronectiformes","United Kingdom",0.040730609721439,0.188,17868.1768542988,12.8947748064768,675112.084034786,31,"Flounders, halibuts, soles","27","Historic",1.3,2.57186179852614,0.391996295323011,13,2763.936010794,"16443-FAO-27-31",13,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5537","16890-FAO-31-31","Flatfishes nei","Pleuronectiformes","USA",0.040730609721439,0.188,17868.1768542988,205.324491149285,10749861.6457847,31,"Flounders, halibuts, soles","31","Historic",1.3,2.57186179852614,0.391996295323011,207,2763.936010794,"16890-FAO-31-31",207,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5538","16891-FAO-77-31","Flatfishes nei","Pleuronectiformes","USA",0.040730609721439,0.188,17868.1768542988,72.409120067139,3791014.01034919,31,"Flounders, halibuts, soles","77","Historic",1.3,2.57186179852614,0.391996295323011,73,2763.936010794,"16891-FAO-77-31",73,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5539","16892-FAO-67-31","Flatfishes nei","Pleuronectiformes","USA",0.040730609721439,0.188,17868.1768542988,22897.1524332854,1198791334.45069,31,"Flounders, halibuts, soles","67","Historic",1.3,2.57186179852614,0.391996295323011,23084,2763.936010794,"16892-FAO-67-31",23084,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5540","1816-FAO-87-31","Flatfishes nei","Pleuronectiformes","Chile",0.040730609721439,0.188,17868.1768542988,49.5952877172185,2596584.93859533,31,"Flounders, halibuts, soles","87","Historic",1.3,2.57186179852614,0.391996295323011,50,2763.936010794,"1816-FAO-87-31",50,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5541","186-FAO-47-31","Flatfishes nei","Pleuronectiformes","Angola",0.040730609721439,0.188,17868.1768542988,3451.83202511841,180722311.726235,31,"Flounders, halibuts, soles","47","Historic",1.3,2.57186179852614,0.391996295323011,3480,2763.936010794,"186-FAO-47-31",3480,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5542","2193-FAO-87-31","Flatfishes nei","Pleuronectiformes","Colombia",0.040730609721439,0.188,17868.1768542988,71.4172143127947,3739082.31157728,31,"Flounders, halibuts, soles","87","Historic",1.3,2.57186179852614,0.391996295323011,72,2763.936010794,"2193-FAO-87-31",72,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5543","3308-FAO-34-31","Flatfishes nei","Pleuronectiformes","Equatorial Guinea",0.040730609721439,0.188,17868.1768542988,271.782176690357,14229285.4635024,31,"Flounders, halibuts, soles","34","Historic",1.3,2.57186179852614,0.391996295323011,274,2763.936010794,"3308-FAO-34-31",274,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5544","3925-FAO-27-31","Flatfishes nei","Pleuronectiformes","France",0.040730609721439,0.188,17868.1768542988,21.8219265955761,1142497.37298195,31,"Flounders, halibuts, soles","27","Historic",1.3,2.57186179852614,0.391996295323011,22,2763.936010794,"3925-FAO-27-31",22,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5545","3927-FAO-37-31","Flatfishes nei","Pleuronectiformes","France",0.040730609721439,0.188,17868.1768542988,42.6519474368079,2233063.04719199,31,"Flounders, halibuts, soles","37","Historic",1.3,2.57186179852614,0.391996295323011,43,2763.936010794,"3927-FAO-37-31",43,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5546","4304-FAO-34-31","Flatfishes nei","Pleuronectiformes","Gabon",0.040730609721439,0.188,17868.1768542988,198.381150868874,10386339.7543813,31,"Flounders, halibuts, soles","34","Historic",1.3,2.57186179852614,0.391996295323011,200,2763.936010794,"4304-FAO-34-31",200,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5547","4415-FAO-37-31","Flatfishes nei","Pleuronectiformes","Georgia",0.040730609721439,0.188,17868.1768542988,0.99190575434437,51931.6987719066,31,"Flounders, halibuts, soles","37","Historic",1.3,2.57186179852614,0.391996295323011,1,2763.936010794,"4415-FAO-37-31",1,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5548","5195-FAO-34-31","Flatfishes nei","Pleuronectiformes","Guinea",0.040730609721439,0.188,17868.1768542988,375.932280896516,19682113.8345526,31,"Flounders, halibuts, soles","34","Historic",1.3,2.57186179852614,0.391996295323011,379,2763.936010794,"5195-FAO-34-31",379,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5549","5240-FAO-34-31","Flatfishes nei","Pleuronectiformes","Guinea-Bissau",0.040730609721439,0.188,17868.1768542988,179.534941536331,9399637.4777151,31,"Flounders, halibuts, soles","34","Historic",1.3,2.57186179852614,0.391996295323011,181,2763.936010794,"5240-FAO-34-31",181,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5550","5482-FAO-57-31","Flatfishes nei","Pleuronectiformes","India",0.040730609721439,0.188,17868.1768542988,6049.63319574631,316731430.809859,31,"Flounders, halibuts, soles","57","Historic",1.3,2.57186179852614,0.391996295323011,6099,2763.936010794,"5482-FAO-57-31",6099,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5551","5483-FAO-51-31","Flatfishes nei","Pleuronectiformes","India",0.040730609721439,0.188,17868.1768542988,30182.7001989448,1580229661.93035,31,"Flounders, halibuts, soles","51","Historic",1.3,2.57186179852614,0.391996295323011,30429,2763.936010794,"5483-FAO-51-31",30429,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5552","5622-FAO-57-31","Flatfishes nei","Pleuronectiformes","Indonesia",0.040730609721439,0.188,17868.1768542988,6769.75677340033,354433844.118263,31,"Flounders, halibuts, soles","57","Historic",1.3,2.57186179852614,0.391996295323011,6825,2763.936010794,"5622-FAO-57-31",6825,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5553","5623-FAO-71-31","Flatfishes nei","Pleuronectiformes","Indonesia",0.040730609721439,0.188,17868.1768542988,1214.09264331751,63564399.2968137,31,"Flounders, halibuts, soles","71","Historic",1.3,2.57186179852614,0.391996295323011,1224,2763.936010794,"5623-FAO-71-31",1224,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5554","5858-FAO-51-31","Flatfishes nei","Pleuronectiformes","Iraq",0.040730609721439,0.188,17868.1768542988,24.7976438586093,1298292.46929767,31,"Flounders, halibuts, soles","51","Historic",1.3,2.57186179852614,0.391996295323011,25,2763.936010794,"5858-FAO-51-31",25,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5555","5945-FAO-27-31","Flatfishes nei","Pleuronectiformes","Ireland",0.040730609721439,0.188,17868.1768542988,6.94334028041059,363521.891403347,31,"Flounders, halibuts, soles","27","Historic",1.3,2.57186179852614,0.391996295323011,7,2763.936010794,"5945-FAO-27-31",7,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5556","6660-FAO-61-31","Flatfishes nei","Pleuronectiformes","Japan",0.040730609721439,0.188,17868.1768542988,46444.9950414208,2431649863.29576,31,"Flounders, halibuts, soles","61","Historic",1.3,2.57186179852614,0.391996295323011,46824,2763.936010794,"6660-FAO-61-31",46824,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5557","7132-FAO-61-31","Flatfishes nei","Pleuronectiformes","Democratic People's Republic of Korea",0.040730609721439,0.188,17868.1768542988,3888.27055702993,203572259.185874,31,"Flounders, halibuts, soles","61","Historic",1.3,2.57186179852614,0.391996295323011,3920,2763.936010794,"7132-FAO-61-31",3920,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5558","7327-FAO-34-31","Flatfishes nei","Pleuronectiformes","Republic of Korea",0.040730609721439,0.188,17868.1768542988,1.98381150868874,103863.397543813,31,"Flounders, halibuts, soles","34","Historic",1.3,2.57186179852614,0.391996295323011,2,2763.936010794,"7327-FAO-34-31",2,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5559","7955-FAO-37-31","Flatfishes nei","Pleuronectiformes","Lebanon",0.040730609721439,0.188,17868.1768542988,8.92715178909933,467385.28894716,31,"Flounders, halibuts, soles","37","Historic",1.3,2.57186179852614,0.391996295323011,9,2763.936010794,"7955-FAO-37-31",9,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5560","8395-FAO-57-31","Flatfishes nei","Pleuronectiformes","Malaysia",0.040730609721439,0.188,17868.1768542988,1625.73353137042,85116054.287155,31,"Flounders, halibuts, soles","57","Historic",1.3,2.57186179852614,0.391996295323011,1639,2763.936010794,"8395-FAO-57-31",1639,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5561","8396-FAO-71-31","Flatfishes nei","Pleuronectiformes","Malaysia",0.040730609721439,0.188,17868.1768542988,1232.93885265005,64551101.57348,31,"Flounders, halibuts, soles","71","Historic",1.3,2.57186179852614,0.391996295323011,1243,2763.936010794,"8396-FAO-71-31",1243,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5562","8691-FAO-34-31","Flatfishes nei","Pleuronectiformes","Mauritania",0.040730609721439,0.188,17868.1768542988,181.51875304502,9503500.87525892,31,"Flounders, halibuts, soles","34","Historic",1.3,2.57186179852614,0.391996295323011,183,2763.936010794,"8691-FAO-34-31",183,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5563","8868-FAO-31-31","Flatfishes nei","Pleuronectiformes","Mexico",0.040730609721439,0.188,17868.1768542988,38.6843244194304,2025336.25210436,31,"Flounders, halibuts, soles","31","Historic",1.3,2.57186179852614,0.391996295323011,39,2763.936010794,"8868-FAO-31-31",39,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5564","8869-FAO-77-31","Flatfishes nei","Pleuronectiformes","Mexico",0.040730609721439,0.188,17868.1768542988,3097.72167081747,162182695.264664,31,"Flounders, halibuts, soles","77","Historic",1.3,2.57186179852614,0.391996295323011,3123,2763.936010794,"8869-FAO-77-31",3123,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5565","9082-FAO-34-31","Flatfishes nei","Pleuronectiformes","Morocco",0.040730609721439,0.188,17868.1768542988,2988.61203783959,156470208.399755,31,"Flounders, halibuts, soles","34","Historic",1.3,2.57186179852614,0.391996295323011,3013,2763.936010794,"9082-FAO-34-31",3013,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5566","9083-FAO-37-31","Flatfishes nei","Pleuronectiformes","Morocco",0.040730609721439,0.188,17868.1768542988,95.2229524170595,4985443.08210304,31,"Flounders, halibuts, soles","37","Historic",1.3,2.57186179852614,0.391996295323011,96,2763.936010794,"9083-FAO-37-31",96,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5567","9574-FAO-81-31","Flatfishes nei","Pleuronectiformes","New Zealand",0.040730609721439,0.188,17868.1768542988,2904.30004872032,152056014.004143,31,"Flounders, halibuts, soles","81","Historic",1.3,2.57186179852614,0.391996295323011,2928,2763.936010794,"9574-FAO-81-31",2928,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5568","9726-FAO-77-31","Flatfishes nei","Pleuronectiformes","Nicaragua",0.040730609721439,0.188,17868.1768542988,66.4576855410728,3479423.81771775,31,"Flounders, halibuts, soles","77","Historic",1.3,2.57186179852614,0.391996295323011,67,2763.936010794,"9726-FAO-77-31",67,0.759303106551649,1.20309141562155,0.759303106551649,1.20309141562155
"5569","10463-FAO-87-33","Croakers nei","Micropogonias spp","Peru",0.0203225855783344,0.188,278194.266845081,21.4803990227066,2199796.95276373,33,"Miscellaneous coastal fishes","87","Historic",1.3,1.60005990892185,0.901951334660109,31,1503.069022,"10463-FAO-87-33",31,0.66299235689079,1.20057590475587,0.66299235689079,1.20057590475587
"5570","1807-FAO-87-33","Croakers nei","Micropogonias spp","Chile",0.0203225855783344,0.188,278194.266845081,5.54332878005331,567689.536197092,33,"Miscellaneous coastal fishes","87","Historic",1.3,1.60005990892185,0.901951334660109,8,1503.069022,"1807-FAO-87-33",8,0.66299235689079,1.20057590475587,0.66299235689079,1.20057590475587
"5571","8856-FAO-77-33","Croakers nei","Micropogonias spp","Mexico",0.0203225855783344,0.188,278194.266845081,1399.69051696346,143341607.889766,33,"Miscellaneous coastal fishes","77","Historic",1.3,1.60005990892185,0.901951334660109,2020,1503.069022,"8856-FAO-77-33",2020,0.66299235689079,1.20057590475587,0.66299235689079,1.20057590475587
"5572","10464-FAO-87-34","Cusk-eels nei","Genypterus spp","Peru",0.0498250079365714,0.188,91286.7193864297,669.628040840723,32626766.9070102,34,"Miscellaneous demersal fishes","87","Historic",1.3,1.51925300284341,0.832567924712082,847,2294.499786002,"10464-FAO-87-34",847,0.733988676234279,1.26062120153861,0.733988676234279,1.26062120153861
"5573","10470-FAO-87-52","Gastropods nei","Gastropoda","Peru",0.0413174740023058,0.188,14857.488021694,3960.26635211808,145184387.821317,52,"Abalones, winkles, conchs","87","Historic",1.3,1.06422225367749,0.735775011661635,3101,1353.4288706,"10470-FAO-87-52",3101,0.727743943050448,1.29725025911449,0.727743943050448,1.29725025911449
"5574","11193-FAO-34-52","Gastropods nei","Gastropoda","Portugal",0.0413174740023058,0.188,14857.488021694,157.082477043058,5758684.19929766,52,"Abalones, winkles, conchs","34","Historic",1.3,1.06422225367749,0.735775011661635,123,1353.4288706,"11193-FAO-34-52",123,0.727743943050448,1.29725025911449,0.727743943050448,1.29725025911449
"5575","11194-FAO-27-52","Gastropods nei","Gastropoda","Portugal",0.0413174740023058,0.188,14857.488021694,35.7586126602084,1310919.98032792,52,"Abalones, winkles, conchs","27","Historic",1.3,1.06422225367749,0.735775011661635,28,1353.4288706,"11194-FAO-27-52",28,0.727743943050448,1.29725025911449,0.727743943050448,1.29725025911449
"5576","13811-FAO-34-52","Gastropods nei","Gastropoda","Spain",0.0413174740023058,0.188,14857.488021694,16.6022130208111,608641.419437964,52,"Abalones, winkles, conchs","34","Historic",1.3,1.06422225367749,0.735775011661635,13,1353.4288706,"13811-FAO-34-52",13,0.727743943050448,1.29725025911449,0.727743943050448,1.29725025911449
"5577","13812-FAO-37-52","Gastropods nei","Gastropoda","Spain",0.0413174740023058,0.188,14857.488021694,86.8423450319347,3183662.80936781,52,"Abalones, winkles, conchs","37","Historic",1.3,1.06422225367749,0.735775011661635,68,1353.4288706,"13812-FAO-37-52",68,0.727743943050448,1.29725025911449,0.727743943050448,1.29725025911449
"5578","14700-FAO-61-52","Gastropods nei","Gastropoda","Taiwan Province of China",0.0413174740023058,0.188,14857.488021694,6.38546654646579,234092.853629986,52,"Abalones, winkles, conchs","61","Historic",1.3,1.06422225367749,0.735775011661635,5,1353.4288706,"14700-FAO-61-52",5,0.727743943050448,1.29725025911449,0.727743943050448,1.29725025911449
"5579","16904-FAO-31-52","Gastropods nei","Gastropoda","USA",0.0413174740023058,0.188,14857.488021694,10.2167464743453,374548.565807978,52,"Abalones, winkles, conchs","31","Historic",1.3,1.06422225367749,0.735775011661635,8,1353.4288706,"16904-FAO-31-52",8,0.727743943050448,1.29725025911449,0.727743943050448,1.29725025911449
"5580","16905-FAO-77-52","Gastropods nei","Gastropoda","USA",0.0413174740023058,0.188,14857.488021694,128.986424238609,4728675.64332572,52,"Abalones, winkles, conchs","77","Historic",1.3,1.06422225367749,0.735775011661635,101,1353.4288706,"16905-FAO-77-52",101,0.727743943050448,1.29725025911449,0.727743943050448,1.29725025911449
"5581","1817-FAO-87-52","Gastropods nei","Gastropoda","Chile",0.0413174740023058,0.188,14857.488021694,4635.84871273416,169951411.73537,52,"Abalones, winkles, conchs","87","Historic",1.3,1.06422225367749,0.735775011661635,3630,1353.4288706,"1817-FAO-87-52",3630,0.727743943050448,1.29725025911449,0.727743943050448,1.29725025911449
"5582","2194-FAO-87-52","Gastropods nei","Gastropoda","Colombia",0.0413174740023058,0.188,14857.488021694,7.66255985575895,280911.424355984,52,"Abalones, winkles, conchs","87","Historic",1.3,1.06422225367749,0.735775011661635,6,1353.4288706,"2194-FAO-87-52",6,0.727743943050448,1.29725025911449,0.727743943050448,1.29725025911449
